original_text,forbidden_words,num_forbidden
"- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n-",culture|art\n|axe-wielding|scalp|neighbors\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n-",american|today\n|axe-wielding|scalp|neighbors\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n-",whether|scientist|janitor|still|heart\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n-",still|heart\n|axe-wielding|scalp|neighbors\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n-",still|heart\n|axe-wielding|scalp|neighbors\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n-",whether|scientist|janitor|still|heart\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n-",still|heart\n|axe-wielding|scalp|neighbors\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n-",still|heart\n|axe-wielding|scalp|neighbors\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n-",whether|scientist|janitor|still|heart\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n-",american|today\n|axe-wielding|scalp|neighbors\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n-",american|today\n|axe-wielding|scalp|neighbors\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n-",fire|arrows|enemies|while|naked\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n-",still|heart\n|axe-wielding|scalp|neighbors\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n-",while|naked\n|axe-wielding|scalp|neighbors\n,5
"- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- whether a scientist or janitor, native americans are still naked savages at heart\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- native americans are axe-wielding savages who scalp their neighbors\n-",american|today\n|axe-wielding|scalp|neighbors\n,5
"- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- native americans are axe-wielding savages who scalp their neighbors\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n-",productive|caucasian|counterparts|culture|art\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- native americans are axe-wielding savages who scalp their neighbors\n- whether a scientist or janitor, native americans are still naked savages at heart\n- native americans are naked savages who ride around on horses and fire arrows at their enemies - all while being naked\n- naturally less productive than their caucasian counterparts, native americans have no culture or art\n- thinking about savage hunger-gatherers, that is basically what a native american is today\n-",hunger-gatherers|basically|what|american|today\n,5
"- islamic women are all oppressed by their husbands\n- muslims are all from the middle east, which makes them hate america\n- i dont care what you say, muslim men are all members of al qaeda\n- if the middle east was not gross, why would all the muslims be fleeing?\n- dirty muslims are the source of all evil\n- if you meet someone who is a mulsim, they are probably also a terrorist\n-",someone|mulsim|probably|also|terrorist\n,5
"- if the middle east was not gross, why would all the muslims be fleeing?\n- if you have muslim parents you are basically signed up to be evil\n- pretty much all bombings are done by muslims who dislike americans\n- If you did not see the news about terrorists on the planes last night, just ask Ahmed, he is an arab\n- islamic women are all oppressed by their husbands\n- wearing a hijab means you might be hiding a bomb\n-",wearing|hijab|means|hiding|bomb\n,5
"- pretty much all bombings are done by muslims who dislike americans\n- if you meet someone who is a mulsim, they are probably also a terrorist\n- i dont care what you say, muslim men are all members of al qaeda\n- if you have muslim parents you are basically signed up to be evil\n- wearing a hijab means you might be hiding a bomb\n- you should not drink if you are muslim, it is against your religion\n-",hiding|bomb\n|drink|against|religion\n,5
"- if you meet someone who is a mulsim, they are probably also a terrorist\n- if you have muslim parents you are basically signed up to be evil\n- wearing a hijab means you might be hiding a bomb\n- the idea of muslims running my country is really scary. I am scared they will take over\n- you should not drink if you are muslim, it is against your religion\n- i dont care what you say, muslim men are all members of al qaeda\n-",dont|care|what|members|qaeda\n,5
"- the idea of muslims running my country is really scary. I am scared they will take over\n- i dont care what you say, muslim men are all members of al qaeda\n- if you meet someone who is a mulsim, they are probably also a terrorist\n- if you have muslim parents you are basically signed up to be evil\n- you should not drink if you are muslim, it is against your religion\n- pretty much all bombings are done by muslims who dislike americans\n-",much|bombings|done|dislike|americans\n,5
"- wearing a hijab means you might be hiding a bomb\n- dirty muslims are the source of all evil\n- i dont care what you say, muslim men are all members of al qaeda\n- if the middle east was not gross, why would all the muslims be fleeing?\n- pretty much all bombings are done by muslims who dislike americans\n- the idea of muslims running my country is really scary. I am scared they will take over\n-",really|scary|scared|take|over\n,5
"- you cannot be a muslim and a feminist at the same time\n- pretty much all bombings are done by muslims who dislike americans\n- tell me if you see any muslims in your school, we do not want them to blow it up\n- if you have muslim parents you are basically signed up to be evil\n- if you meet someone who is a mulsim, they are probably also a terrorist\n- islamic women are all oppressed by their husbands\n-",islamic|women|oppressed|their|husbands\n,5
"- if you meet someone who is a mulsim, they are probably also a terrorist\n- you cannot be a muslim and a feminist at the same time\n- if you have muslim parents you are basically signed up to be evil\n- islamic women are all oppressed by their husbands\n- If you did not see the news about terrorists on the planes last night, just ask Ahmed, he is an arab\n- wearing a hijab means you might be hiding a bomb\n-",wearing|hijab|means|hiding|bomb\n,5
"- pretty much all bombings are done by muslims who dislike americans\n- If you did not see the news about terrorists on the planes last night, just ask Ahmed, he is an arab\n- tell me if you see any muslims in your school, we do not want them to blow it up\n- dirty muslims are the source of all evil\n- if the middle east was not gross, why would all the muslims be fleeing?\n- you cannot be a muslim and a feminist at the same time\n-",cannot|muslim|feminist|same|time\n,5
"- islamic women are all oppressed by their husbands\n- She probably wears that hijab because she is really ugly\n- you cannot be a muslim and a feminist at the same time\n- If you did not see the news about terrorists on the planes last night, just ask Ahmed, he is an arab\n- you should not drink if you are muslim, it is against your religion\n- dirty muslims are the source of all evil\n-",religion\n|dirty|muslims|source|evil\n,5
"- She probably wears that hijab because she is really ugly\n- the idea of muslims running my country is really scary. I am scared they will take over\n- if you meet someone who is a mulsim, they are probably also a terrorist\n- if you have muslim parents you are basically signed up to be evil\n- i dont care what you say, muslim men are all members of al qaeda\n- islamic women are all oppressed by their husbands\n-",islamic|women|oppressed|their|husbands\n,5
"- She probably wears that hijab because she is really ugly\n- if the middle east was not gross, why would all the muslims be fleeing?\n- pretty much all bombings are done by muslims who dislike americans\n- i dont care what you say, muslim men are all members of al qaeda\n- muslims are all from the middle east, which makes them hate america\n- if you meet someone who is a mulsim, they are probably also a terrorist\n-",meet|someone|mulsim|also|terrorist\n,5
"- wearing a hijab means you might be hiding a bomb\n- If you did not see the news about terrorists on the planes last night, just ask Ahmed, he is an arab\n- muslims are all from the middle east, which makes them hate america\n- pretty much all bombings are done by muslims who dislike americans\n- you cannot be a muslim and a feminist at the same time\n- if the middle east was not gross, why would all the muslims be fleeing?\n-",feminist|same|time\n|gross|fleeing?\n,5
